title,location,price,room_size_sqm,listing_date,cam_free_per_month,property_type,is_finish_construct,constructed_year,bedrooms,bathrooms,no_floors,balcony_view,room_furniture,estimate_rent_per_month,url
1 Bedroom Condo for sale at Beyond Sukhumvit ,"Bang Na, Bang Na,Bangkok",3080000,39,"Apr 26, 2023",975,Condo,Completed,Dec 2014,1,1,5,"City View, Garden View",Fully Furnished,975,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-beyond-sukhumvit-in-bang-na-bangkok-u1396066
3 Bedroom Condo for sale at Chewathai Ratchaprarop ,"Makkasan, Ratchathewi,Bangkok",12000000,114,"Apr 26, 2023",3990,Condo,Completed,Dec 2009,3,2,26,City View,Fully Furnished,3990,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-chewathai-ratchaprarop-in-makkasan-bangkok-u1399994
1 Bedroom Condo for sale at Life Ladprao Valley ,"Chomphon, Chatuchak,Bangkok",5823000,35.16,"Apr 26, 2023",1934,Condo,Completed,Jul 2021,1,1,8,City View,Built In,23800,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-ladprao-valley-in-chomphon-bangkok-u1400364
Studio Condo for sale at Life Ladprao Valley ,"Chomphon, Chatuchak,Bangkok",4896000,28.81,"Apr 26, 2023",1585,Condo,Completed,Jul 2021,Studio,1,21,City View,Built In,18800,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-life-ladprao-valley-in-chomphon-bangkok-u1400360
2 Bedroom Condo for sale at Life Ladprao Valley ,"Chomphon, Chatuchak,Bangkok",10570000,66.07,"Apr 26, 2023",3634,Condo,Completed,Jul 2021,2,2,9,City View,Built In,42700,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-life-ladprao-valley-in-chomphon-bangkok-u1400368
Studio Condo for sale at U Delight 2 at Bangsue Station ,"Bang Sue, Bang Sue,Bangkok",2040000,27,"Apr 26, 2023",945,Condo,Completed,Dec 2009,Studio,1,10,"City View, Pool View, Garden View",Fully Furnished,7540,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-u-delight-2-at-bangsue-station-in-bang-sue-bangkok-u1399926
2 Bedroom Condo for sale at FYNN Aree ,"Sam Sen Nai, Phaya Thai,Bangkok",5650000,47,"Apr 26, 2023",2820,Condo,Completed,Apr 2017,2,1,2,"City View, Unblocked Open View",Fully Furnished,2820,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-fynn-aree-in-sam-sen-nai-bangkok-u1395610
Studio Condo for sale at City Villa ,"Khlong Chan, Bang Kapi,Bangkok",850000,33,"Apr 26, 2023",600,Condo,Completed,Jan 1997,Studio,1,6,"Pool View, Garden View",Fully Furnished,600,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-city-villa-in-khlong-chan-bangkok-u1397614
1 Bedroom Condo for sale at Niche Mono Sukhumvit 50 ,"Phra Khanong, Khlong Toei,Bangkok",2990000,31,"Apr 26, 2023",1240,Condo,Completed,Dec 2018,1,1,2,City View,Fully Furnished,10700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-niche-mono-sukhumvit-50-in-phra-khanong-bangkok-u1399820
1 Bedroom Condo for sale at The Niche ID Bangkhae ,"Bang Khae, Bang Khae,Bangkok",1420000,28,"Apr 26, 2023",1064,Condo,Completed,Mar 2016,1,1,4,"City View, Garden View, Unblocked Open View",Fully Furnished,6000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-niche-id-bangkhae-in-bang-khae-bangkok-u1397562
1 Bedroom Condo for sale at Regent Royal Place 2 [Leasehold] ,"Lumphini, Pathum Wan,Bangkok",1600000,64,"Apr 26, 2023",2700,Condo,Completed,Jan 1995,1,1,18,"City View, Unblocked Open View",Negotiable,26000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-regent-royal-place-2-in-lumphini-bangkok-u1391392
1 Bedroom Condo for sale at The Emporio Place ,"Khlong Tan, Khlong Toei,Bangkok",8900000,50,"Apr 26, 2023",3000,Condo,Completed,Dec 2009,1,1,11,City View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-emporio-place-in-khlong-tan-bangkok-u1399778
2 Bedroom Condo for sale at J.C. Tower ,"Khlong Tan Nuea, Watthana,Bangkok",5400000,85,"Apr 25, 2023",2550,Condo,Completed,Dec 1991,2,2,17,"River or Canal View, City View, Unblocked Open View",Partly Furnished,21800,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-jc-tower-in-khlong-tan-nuea-bangkok-u1391800
1 Bedroom Condo for sale at Blossom Condo at Fashion Beyond ,"Khan Na Yao, Khan Na Yao,Bangkok",2800000,35,"Apr 25, 2023",1925,Condo,Completed,Jun 2019,1,1,9,City View,Partly Furnished,13200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-blossom-condo-at-fashion-beyond-in-khan-na-yao-bangkok-u1398258
1 Bedroom Condo for sale at Tara Ruankaew ,"Phlapphla, Wang Thong Lang,Bangkok",2800000,70,"Apr 25, 2023",N/A,Condo,Completed,Jan 2012,1,1,15,"City View, Unblocked Open View",Fully Furnished,18000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-tara-ruankaew-in-phlapphla-bangkok-u1391618
1 Bedroom Condo for sale at Chapter One Midtown Ladprao 24 ,"Chomphon, Chatuchak,Bangkok",3990000,30,"Apr 25, 2023",1800,Condo,Completed,May 2017,1,1,16,"360° View, Unblocked Open View",Fully Furnished,14800,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-chapter-one-midtown-ladprao-24-in-chomphon-bangkok-u1391582
Studio Condo for sale at Ease Ratchada ,"Chantharakasem, Chatuchak,Bangkok",1300000,23,"Apr 25, 2023",N/A,Condo,Completed,Jan 2009,Studio,1,4,Unblocked Open View,Fully Furnished,5830,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ease-ratchada-in-chantharakasem-bangkok-u1398590
2 Bedroom Condo for sale at Lake Avenue Sukhumvit 16 ,"Khlong Toei, Khlong Toei,Bangkok",22000000,126,"Apr 25, 2023",6300,Condo,Completed,Jun 1985,2,2,12,"City View, Unblocked Open View",Fully Furnished,46600,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-lake-avenue-sukhumvit-16-in-khlong-toei-bangkok-u1391532
1 Bedroom Condo for sale at Metris Rama 9-Ramkhamhaeng ,"Hua Mak, Bang Kapi,Bangkok",3800000,30.50,"Apr 25, 2023",1983,Condo,Completed,Jun 2020,1,1,25,City View,Built In,15100,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metris-rama-9-ramkhamhaeng-in-hua-mak-bangkok-u1399982
2 Bedroom Condo for sale at Metris Rama 9-Ramkhamhaeng ,"Hua Mak, Bang Kapi,Bangkok",6000000,49.53,"Apr 25, 2023",3219,Condo,Completed,Jun 2020,2,2,25,City View,Built In,21200,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-metris-rama-9-ramkhamhaeng-in-hua-mak-bangkok-u1399986
1 Bedroom Condo for sale at Muniq Sukhumvit 23 ,"Khlong Toei Nuea, Watthana,Bangkok",10900000,43,"Apr 25, 2023",4085,Condo,Completed,Dec 2019,1,1,9,City View,Negotiable,36000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-muniq-sukhumvit-23-in-khlong-toei-nuea-bangkok-u1398908
1 Bedroom Condo for sale at Life @ Sukhumvit 65 ,"Phra Khanong, Khlong Toei,Bangkok",3500000,31.31,"Apr 25, 2023",1033,Condo,Completed,Dec 2008,1,1,21,"Golf Course View, Unblocked Open View",Fully Furnished,15400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-at-sukhumvit-65-in-phra-khanong-bangkok-u1391414
1 Bedroom Condo for sale at Le Cosi Ekamai 28 ,"Khlong Tan Nuea, Watthana,Bangkok",3000000,46,"Apr 25, 2023",1800,Condo,Completed,Jan 2008,1,1,6,Unblocked Open View,Fully Furnished,13900,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-le-cosi-ekamai-28-in-khlong-tan-nuea-bangkok-u1391236
1 Bedroom Condo for sale at Ideo Mix Sukhumvit 103 ,"Bang Na, Bang Na,Bangkok",2800000,30,"Apr 25, 2023",900,Condo,Completed,Feb 2010,1,1,17,City View,Fully Furnished,10400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-mix-sukhumvit-103-in-bang-na-bangkok-u1395278
3 Bedroom Condo for sale at Fortune Condo Town ,"Chong Nonsi, Yan Nawa,Bangkok",7390000,99,"Apr 25, 2023",7390000,Condo,Completed,Sep 2008,3,2,14,City View,Fully Furnished,7390000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-fortune-condo-town-in-chong-nonsi-bangkok-u1399772
1 Bedroom Condo for sale at Aspire Asoke-Ratchada ,"Din Daeng, Din Daeng,Bangkok",4120000,35,"Apr 25, 2023",1995,Condo,Completed,Aug 2020,1,1,4,City View,Fully Furnished,15600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-aspire-asoke-ratchada-in-din-daeng-bangkok-u1399526
1 Bedroom Condo for sale at Muniq Langsuan ,"Lumphini, Pathum Wan,Bangkok",19800000,56,"Apr 25, 2023",6720,Condo,Completed,Jul 2021,1,1,18,City View,Fully Furnished,70000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-muniq-langsuan-in-lumphini-bangkok-u1399580
3 Bedroom Condo for sale at Royal River Place ,"Bang Phongphang, Yan Nawa,Bangkok",22000000,300,"Apr 25, 2023",35,Condo,Completed,Dec 1996,3,5,20,"River or Canal View, Unblocked Open View",Fully Furnished,71300,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-royal-river-place-in-bang-phongphang-bangkok-u1393072
2 Bedroom Condo for sale at BEATNIQ Sukhumvit 32 ,"Khlong Tan, Khlong Toei,Bangkok",34000000,107,"Apr 25, 2023",9630,Condo,Completed,Aug 2018,2,2.5,20,City View,Fully Furnished,150000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-beatniq-sukhumvit-32-in-khlong-tan-bangkok-u1399542
2 Bedroom Condo for sale at J.W. Boulevard Srivara ,"Phlapphla, Wang Thong Lang,Bangkok",3000000,58,"Apr 25, 2023",N/A,Condo,Completed,Jan 2008,2,2,8,City View,Partly Furnished,15200,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-jw-boulevard-srivara-in-phlapphla-bangkok-u1398968
Studio Condo for sale at Casa Condo Ratchada-Ratchaphruek ,"Dao Khanong, Thon Buri,Bangkok",2317500,26,"Apr 25, 2023",N/A,Condo,Completed,Jan 2014,Studio,1,28,City View,Fully Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-casa-condo-ratchada-ratchaphruek-in-dao-khanong-bangkok-u1399530
2 Bedroom Condo for sale at Lumpini Suite Phetchaburi - Makkasan ,"Makkasan, Ratchathewi,Bangkok",4990000,40,"Apr 25, 2023",1600,Condo,Completed,Dec 2018,2,1,21,City View,Fully Furnished,18800,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-lumpini-suite-phetchaburi-makkasan-in-makkasan-bangkok-u1399464
1 Bedroom Condo for sale at Ideo Verve Sukhumvit ,"Phra Khanong Nuea, Watthana,Bangkok",6900000,45,"Apr 25, 2023",1575,Condo,Completed,Dec 2011,1,1,12,City View,Fully Furnished,24000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-verve-sukhumvit-in-phra-khanong-nuea-bangkok-u1399458
3 Bedroom Condo for sale at All Seasons Mansion ,"Lumphini, Pathum Wan,Bangkok",32500000,178,"Apr 25, 2023",N/A,Condo,Completed,Dec 1997,3,2.5,22,City View,Fully Furnished,85000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-all-seasons-mansion-in-lumphini-bangkok-u1399454
1 Bedroom Condo for sale at Noble Refine ,"Khlong Tan, Khlong Toei,Bangkok",10000000,51,"Apr 25, 2023",2550,Condo,Completed,Dec 2012,1,1,12,City View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-noble-refine-in-khlong-tan-bangkok-u1399434
Studio Condo for sale at Ideo Thaphra Interchange ,"Wat Tha Phra, Bangkok Yai,Bangkok",2800000,28,"Apr 25, 2023",1260,Condo,Completed,Jan 2018,Studio,1,10,Unblocked Open View,Fully Furnished,1260,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-thaphra-interchange-in-wat-tha-phra-bangkok-u1399312
Studio Condo for sale at Sathorn Gardens ,"Thung Mahamek, Sathon,Bangkok",4900000,40,"Apr 25, 2023",1000,Condo,Completed,Dec 2008,Studio,1,7,Unblocked Open View,Fully Furnished,18900,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-sathorn-gardens-in-thung-mahamek-bangkok-u1393074
2 Bedroom Condo for sale at Maestro 01 Sathorn-Yenakat ,"Thung Mahamek, Sathon,Bangkok",12389916,67.76,"Apr 25, 2023",4404,Condo,Completed,Apr 2018,2,2,5,City View,Built In,37400,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-maestro-01-sathorn-yenakat-in-thung-mahamek-bangkok-u1399836
Studio Condo for sale at The BASE Sukhumvit 50 ,"Phra Khanong, Khlong Toei,Bangkok",2890000,26,"Apr 25, 2023",1768,Condo,Completed,Jan 2020,Studio,1,7,Garden View,Fully Furnished,11400,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-the-base-sukhumvit-50-in-phra-khanong-bangkok-u1395158
1 Bedroom Condo for sale at THE BASE Phetkasem ,"Bang Wa, Phasi Charoen,Bangkok",2590000,25,"Apr 25, 2023",1425,Condo,Completed,Dec 2020,1,1,26,"City View, Unblocked Open View",Fully Furnished,10700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-base-phetkasem-in-bang-wa-bangkok-u1395142
Studio Condo for sale at Lumpini Place Narathiwas ,"Chong Nonsi, Yan Nawa,Bangkok",2450000,30,"Apr 25, 2023",999,Condo,Completed,Jan 2007,Studio,1,5,Unblocked Open View,Fully Furnished,999,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-lumpini-place-narathiwas-in-chong-nonsi-bangkok-u1394288
2 Bedroom Condo for sale at U Delight Residence Riverfront Rama 3 ,"Bang Phongphang, Yan Nawa,Bangkok",5950000,56.27,"Apr 25, 2023",1969,Condo,Completed,Jan 2019,2,1,30,"River or Canal View, City View, Unblocked Open View",Fully Furnished,25900,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-u-delight-residence-riverfront-rama-3-in-bang-phongphang-bangkok-u1394252
1 Bedroom Condo for sale at Condolette Midst Rama 9 ,"Huai Khwang, Huai Khwang,Bangkok",5900000,35,"Apr 25, 2023",1925,Condo,Completed,Dec 2014,1,1,25,City View,Fully Furnished,22900,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-condolette-midst-rama-9-in-huai-khwang-bangkok-u1399440
1 Bedroom Condo for sale at Vela De Condo UTCC - Vipawadee 2 ,"Din Daeng, Din Daeng,Bangkok",2790000,28,"Apr 25, 2023",40,Condo,Completed,Jan 2018,1,1,7,City View,Fully Furnished,40,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-vela-de-condo-utcc-vipawadee-2-in-din-daeng-bangkok-u1395120
1 Bedroom Condo for sale at Condolette Midst Rama 9 ,"Huai Khwang, Huai Khwang,Bangkok",5900000,35,"Apr 25, 2023",1925,Condo,Completed,Dec 2014,1,1,25,City View,Fully Furnished,22900,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-condolette-midst-rama-9-in-huai-khwang-bangkok-u1399440
1 Bedroom Condo for sale at Vela De Condo UTCC - Vipawadee 2 ,"Din Daeng, Din Daeng,Bangkok",2790000,28,"Apr 25, 2023",40,Condo,Completed,Jan 2018,1,1,7,City View,Fully Furnished,40,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-vela-de-condo-utcc-vipawadee-2-in-din-daeng-bangkok-u1395120
1 Bedroom Condo for sale at Pluksa Thani Fifth Condotel ,"Prawet, Prawet,Bangkok",1250000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,May 2016,Number of bedrooms is not available,1,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,6500,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-pluksa-thani-fifth-condotel-in-prawet-bangkok-u1399584
1 Bedroom Condo for sale at Pornpiya Mansion ,"Bang Sue, Bang Sue,Bangkok",1300000,29,"Apr 25, 2023",N/A,Condo,Completed,Jan 1995,1,1,5,City View,Fully Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-pornpiya-mansion-in-bang-sue-bangkok-u1395054
Studio Condo for sale at Lumpini Condo Town Ramintra - Nawamin ,"Ram Inthra, Khan Na Yao,Bangkok",1090000,22.28,"Apr 25, 2023",N/A,Condo,Completed,Jan 2010,Studio,1,14,City View,Unfurnished,4720,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-lumpini-condo-town-ramintra-nawamin-in-ram-inthra-bangkok-u1399682
2 Bedroom Condo for sale at Lumpini Place Water Cliff ,"Chong Nonsi, Yan Nawa,Bangkok",3700000,48,"Apr 25, 2023",N/A,Condo,Completed,Dec 2001,2,1,22,City View,Fully Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-lumpini-place-water-cliff-in-chong-nonsi-bangkok-u1399238
2 Bedroom Condo for sale at Yada Residential ,"Khlong Tan Nuea, Watthana,Bangkok",12000000,133,"Apr 25, 2023",N/A,Condo,Completed,Jan 1986,2,2,8,City View,Fully Furnished,45000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-yada-residential-in-khlong-tan-nuea-bangkok-u1398236
2 Bedroom Condo for sale at M Jatujak ,"Chomphon, Chatuchak,Bangkok",8110000,49.83,"Apr 25, 2023",2492,Condo,Completed,Nov 2017,2,2,29,City View,Unfurnished,28700,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-m-jatujak-in-chomphon-bangkok-u1399672
1 Bedroom Condo for sale at NHA Lat Krabang Bangkok Two Phase 2 ,"Thap Yao, Lat Krabang,Bangkok",400000,33,"Apr 25, 2023",380,Condo,Completed,Dec 2006,1,1,4,City View,Partly Furnished,380,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-nha-lat-krabang-bangkok-two-phase-2-in-thap-yao-bangkok-u1399628
1 Bedroom Condo for sale at Supavadee Tower ,"Thanon Nakhon Chaisi, Dusit,Bangkok",2200000,50,"Apr 25, 2023",N/A,Condo,Completed,Jul 1989,1,1,7,City View,Partly Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supavadee-tower-in-thanon-nakhon-chaisi-bangkok-u1399632
2 Bedroom Condo for sale at Hive Sathorn ,"Khlong Ton Sai, Khlong San,Bangkok",7700000,70,"Apr 25, 2023",2800,Condo,Completed,Dec 2009,2,2,20,"City View, Unblocked Open View",Fully Furnished,29300,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-hive-sathorn-in-khlong-ton-sai-bangkok-u1399122
Studio Penthouse for sale at Supavadee Tower ,"Thanon Nakhon Chaisi, Dusit,Bangkok",3500000,80,"Apr 25, 2023",3500,Penthouse,Completed,Jul 1989,Studio,1,12,City View,Partly Furnished,3500,https://www.fazwaz.com/property-sales/studio-penthouse-for-sale-at-supavadee-tower-in-thanon-nakhon-chaisi-bangkok-u1399636
1 Bedroom Condo for sale at The Parkland Grand Taksin ,"Bukkhalo, Thon Buri,Bangkok",3400000,35,"Apr 25, 2023",980,Condo,Completed,Dec 2011,1,1,28,"City View, Unblocked Open View",Fully Furnished,11700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-parkland-grand-taksin-in-bukkhalo-bangkok-u1392114
1 Bedroom Condo for sale at Lumpini Condo Town Ramintra - Nawamin ,"Ram Inthra, Khan Na Yao,Bangkok",1300000,25,"Apr 25, 2023",N/A,Condo,Completed,Jan 2010,1,1,19,City View,Fully Furnished,5000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-lumpini-condo-town-ramintra-nawamin-in-ram-inthra-bangkok-u1399390
2 Bedroom Condo for sale at Lumpini Suite Phetchaburi - Makkasan ,"Makkasan, Ratchathewi,Bangkok",5500000,41,"Apr 24, 2023",1640,Condo,Completed,Dec 2018,2,1,25,"City View, Unblocked Open View",Unfurnished,20800,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-lumpini-suite-phetchaburi-makkasan-in-makkasan-bangkok-u1387930
1 Bedroom Condo for sale at Ideo Morph 38 ,"Phra Khanong, Khlong Toei,Bangkok",7130000,37,"Apr 24, 2023",2405,Condo,Completed,Jan 2012,1,1,7,"City View, Unblocked Open View",Fully Furnished,28200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-morph-38-in-phra-khanong-bangkok-u1380364
1 Bedroom Condo for sale at Nye by Sansiri ,"Khlong Ton Sai, Khlong San,Bangkok",3800000,35,"Apr 24, 2023",1750,Condo,Completed,Dec 2014,1,1,18,"City View, Unblocked Open View",Fully Furnished,12500,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-nye-by-sansiri-in-khlong-ton-sai-bangkok-u1391060
1 Bedroom Condo for sale at The Origin Ladprao 15 ,"Chomphon, Chatuchak,Bangkok",3400000,25,"Apr 24, 2023",N/A,Condo,Completed,Dec 2022,1,1,4,Garden View,Fully Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-origin-ladprao-15-in-chomphon-bangkok-u1398678
2 Bedroom Condo for sale at Ideo Verve Ratchaprarop ,"Makkasan, Ratchathewi,Bangkok",6690000,50,"Apr 24, 2023",1750,Condo,Completed,Dec 2010,2,1,28,"City View, Unblocked Open View",Fully Furnished,20200,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-ideo-verve-ratchaprarop-in-makkasan-bangkok-u1394616
Studio Condo for sale at The Trendy Condominium ,"Khlong Toei Nuea, Watthana,Bangkok",3300000,35,"Apr 24, 2023",1400,Condo,Completed,Dec 2008,Studio,1,6,"City View, Unblocked Open View",Fully Furnished,17100,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-the-trendy-condominium-in-khlong-toei-nuea-bangkok-u1394228
3 Bedroom Condo for sale at The Waterford Diamond ,"Khlong Tan, Khlong Toei,Bangkok",18300000,146,"Apr 24, 2023",4380,Condo,Completed,Dec 1997,3,3,24,"Skyline View, City View, Unblocked Open View",Fully Furnished,70000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-the-waterford-diamond-in-khlong-tan-bangkok-u1397478
1 Bedroom Condo for sale at Amanta Ratchada ,"Din Daeng, Din Daeng,Bangkok",8755000,84,"Apr 24, 2023",2520,Condo,Completed,Dec 2005,1,2,4,"City View, Unblocked Open View",Partly Furnished,35000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-amanta-ratchada-in-din-daeng-bangkok-u1394134
